"","id","cos_sim_1yr","cos_sim_2yr"
"1","930036",0.221709598189477,0.170097302225025
"2","930085",0.113140705550355,0.121523382480293
"3","930144",0.0997807233482083,0.0918630424349251
"4","930278",0,0
"5","931221",0.0983738753675929,0.0754731908139941
"6","932031",0.348061709191083,0.328659212007104
"7","932117",0.163956458945988,0.17610411189932
"8","932520",0.249423297963162,0.255145953337537
"9","932853",0.0695608343640252,0.071156806696482
"10","932984",0.179605302026775,0.199036591942338
"11","933007",0.105833439166825,0.113674715430785
"12","933119",0.211666878333651,0.227349430861571
"13","934380",0.218856889818253,0.239869546440458
"14","934443",0.0803219328902499,0.0821648030017761
"15","934872",0.103695169473043,0.0994446605219662
"16","935677",0.117579270250443,0.0902077168986395
"17","937715",0.0625305399480723,0.0719608639321375
"18","937748",0.171088300858246,0.206266115169771
"19","938028",0.0189320611415688,0.0145248223443532
"20","938068",0.11503946170861,0.154453523574241
"21","938207",0,0
"22","938400",0.311085508419128,0.318222913670292
"23","938508",0.101681479347761,0.0936129719121445
"24","938877",0.083141099321054,0.106310813890641
"25","939405",0.187417843410583,0.184870806753996
"26","939465",0.285161716050867,0.298333981565899
"27","940567",0.110854799094739,0.127572976668769
"28","942280",0.0251497727413928,0.0385901966339536
"29","942874",0.0927477791520337,0.106735210044723
"30","926596",0.140893990735269,0.125922100170028
"31","928376",0.158505739577178,0.194606882080952
"32","928546",0.259237923682606,0.294878679371677
"33","930280",0,0
"34","932882",0.0952500952501429,0.0963069733981829
"35","933037",0,0
"36","933078",0.365541638743348,0.367894409019097
"37","936034",0.0871737092426756,0.0809457917558894
"38","939097",0.212985687842649,0.221501766060618
"39","939451",0.314309278546856,0.350225043250667
"40","939458",0.0425971375685299,0.0553754415151545
"41","941882",0.231015413862637,0.250262914162348
"42","941951",0.12000384018433,0.140402370012009
"43","941960",0.0655825835783953,0.0532850434421147
"44","942059",0.0582716546748065,0.0473450035264217
"45","942198",0.0616041103633697,0.0600630993989634
"46","942282",0,0
"47","942291",0.0476250476250714,0.0515930214633123
"48","942420",0.112253313766734,0.116741681083556
"49","942960",0.121844331241624,0.140795764927086
"50","943273",0.271537693320852,0.275776299805984
"51","943494",0.155812559710188,0.178723468980897
"52","943732",0.0692842494342117,0.0900681623569942
"53","943951",0.140563382557937,0.130521167355216
"54","945943",0.132406785333094,0.120488352766394
"55","946162",0,0.0312005266693353
"56","946208",0.129618961841303,0.134801681998481
"57","946617",0.198786641986473,0.184584805050515
"58","950874",0.114769521262192,0.106570086884229
"59","950878",0.176874986488717,0.16861827080042
"60","951897",0.0947678131879294,0.0791976177714856
"61","929198",0.213440402453062,0.237797432802835
"62","929914",0.156622436204758,0.192863569072294
"63","938954",0.131071242929095,0.126814318375447
"64","939462",0.28789646801423,0.349448847141089
"65","942025",0.21907533122172,0.260132990857236
"66","942350",0.125491161027632,0.124174908474848
"67","942937",0.0567555130410988,0.0798723063830872
"68","943672",0.111965449646885,0.102062072615966
"69","943679",0.0567555130410988,0.0599042297873154
"70","943806",0.290541013615749,0.329375366557585
"71","944568",0.214038443419107,0.232972779074023
"72","944706",0.205383123020362,0.21677749238103
"73","944924",0.205383123020362,0.224003408793731
"74","945121",0.0595256842599409,0.0732994339510467
"75","945905",0.205281674200629,0.242161052418926
"76","946788",0.187132704209249,0.227901422048536
"77","948959",0.249785940537853,0.239232261102255
"78","950974",0.181130889000555,0.200738767136742
"79","951867",0,0
"80","952337",0.0503083853179153,0.0707992325404789
"81","952370",0.19211831984196,0.250091357576592
"82","952373",0.147665048968456,0.155857300039839
"83","952858",0.203923136669902,0.231793162486383
"84","954263",0,0
"85","955120",0.149364357482263,0.162287674521775
"86","955125",0.0362261778001109,0.0446086149192759
"87","956191",0.0567555130410988,0.0798723063830872
"88","956856",0.135359628221084,0.155857300039839
"89","957999",0.117750221599584,0.144996646374853
"90","958890",0.0418303870092106,0.0441510785688348
"91","958956",0.281773535768208,0.30416516462018
"92","959196",0,0
"93","959216",0.162682026726288,0.171707398789977
"94","959272",0.18458131121057,0.207809733386452
"95","959942",0.132429530429231,0.139776536170403
"96","960116",0.125491161027632,0.140731562938161
"97","960171",0,0.00649405416832664
"98","960216",0.196886731957941,0.259762166733066
"99","960443",0.221839127354028,0.288780625237689
"100","961274",0.0665517382062085,0.117073226447712
"101","978268",0.12014863935167,0.126814318375447
"102","605976",0,0
"103","606544",0.27191919499961,0.256350551054377
"104","928006",0,0
"105","939336",0.153823400588047,0.159936237927164
"106","939413",0.0249222393139613,0.0334356543962844
"107","942006",0.226403580439219,0.200687236786284
"108","942955",0,0
"109","943397",0.173179464387487,0.214465308434534
"110","943500",0.0808584215854354,0.0813596905890342
"111","943928",0.176896910676254,0.175413938371728
"112","946345",0.188394420970225,0.208518576644569
"113","950186",0.185730823623234,0.183603596848429
"114","952493",0.105736106527536,0.165498045699157
"115","957923",0,0
"116","957984",0,0
"117","960403",0.210401460792356,0.211705811391083
"118","960494",0.100103466142524,0.103776285447486
"119","960509",0,0
"120","960554",0.0532859890423037,0.0804244906629501
"121","961275",0.102579090742257,0.131885850712363
"122","961285",0.0996889572558454,0.100306963188853
"123","961686",0.2202835552657,0.254157713037992
"124","975240",0.159403178247675,0.19959815313498
"125","976418",0.0941972104851124,0.0821436817084667
"126","976803",0.187975300493398,0.18914062365618
"127","980491",0.249222393139613,0.239622189840038
"128","981379",0.290640757103062,0.263771701424727
"129","988809",0.11320179021961,0.103055608079443
"130","989132",0,0
"131","989150",0.153868636113386,0.149088352979193
"132","991065",0.273708582181608,0.314749023168735
"133","995071",0.0565183262910675,0.094781171202077
"134","996092",0.00788110406239101,0.0317198468851442
"135","997056",0.177888527487958,0.178991319295875
"136","997663",0.324833787350481,0.338315877914324
"137","997755",0.405048005085984,0.410718408542334
"138","531290",0.0556846046389705,0.0921623487265828
"139","605302",0,0
"140","606288",0.062257280636469,0.0985606106045862
"141","609595",0.238427232546197,0.247999528192162
"142","611664",0.0407569572969611,0.0821202652066516
"143","611671",0.183920195948681,0.291167340267647
"144","612247",0,0.0109737820326537
"145","614909",0.0880450906325624,0.139385752232779
"146","615288",0.15913201254311,0.196304980762236
"147","615426",0.170624833374268,0.141670916857926
"148","618245",0.118124884643724,0.102003060137707
"149","618770",0.190764363037218,0.183735764306846
"150","622414",0.0880450906325624,0.0570214440952279
"151","625528",0.140888819231844,0.140377091429525
"152","625933",0.0227331446490158,0.0687067432667824
"153","626268",0.300910189742934,0.25088155426622
"154","626631",0.155758450182744,0.196577437493997
"155","628136",0,0
"156","628357",0,0
"157","631685",0.127082141943837,0.153632948457151
"158","631936",0.186771841909407,0.304641887323267
"159","632145",0.129930744157598,0.144254111050304
"160","632513",0.0508328567775349,0.0804744015727936
"161","632874",0.217370438917126,0.217032129474722
"162","632899",0.152498570332605,0.256054914095252
"163","640253",0.0407569572969611,0.0997174648937912
"164","648826",0.176090181265125,0.278771504465559
"165","944089",0.139790356138221,0.153632948457151
"166","952594",0.190788900224668,0.201360872286538
"167","954855",0.0919600979743406,0.145583670133823
"168","955480",0.179721288672397,0.227615980256207
"169","958268",0.131795611693091,0.144846532890314
"170","960633",0,0
"171","974869",0.0958513539586119,0.103461809207367
"172","981375",0,0.0397046373092246
"173","988768",0.287554061875836,0.305212337161732
"174","989945",0.0393749615479079,0.0623352034174875
"175","991428",0.247385347997647,0.21718226701499
"176","996489",0.126886480331344,0.121743180936918
"177","996557",0.137791983495594,0.169326188059134
"178","997308",0.107832773203438,0.0931156282866301
"179","999483",0,0.00731585468843579
"180","605579",0.158043343686145,0.161888658890858
"181","605604",0.0254102735446552,0.0404888165089458
"182","605975",0.127051367723276,0.14171085778131
"183","605993",0.289323451339473,0.272414393660717
"184","611500",0.124484408817895,0.123971175920116
"185","615816",0.124761966372768,0.119277685575914
"186","621796",0.23674624571964,0.21125007409921
"187","625218",0.0369050873478842,0.0522708373489317
"188","633400",0.172223740956793,0.182947930721261
"189","636040",0.154184426360639,0.168334919550056
"190","640660",0.251782113911529,0.234027779313296
"191","643006",0.304923282535863,0.296917987732269
"192","647136",0.107378004000404,0.114064318471526
"193","651559",0.167303062643742,0.188175014456154
"194","652988",0.163200436784299,0.149722379287179
"195","652999",0.182542606800687,0.165393261783712
"196","655774",0.11159049512642,0.08890433771553
"197","664240",0.227276395890854,0.248973301616926
"198","669884",0.204712591935806,0.166719201472279
"199","670455",0.118359593729784,0.076834828981228
"200","672705",0.0933633066134216,0.0743827055520697
"201","691870",0.287484427763693,0.314929083872628
"202","943495",0,0
"203","950940",0.0127051367723276,0.0539850886785944
"204","972053",0.248353825792513,0.287802060250414
"205","981376",0.106614696782777,0.108897577810274
"206","988571",0.0142047747431784,0.00754464550354321
"207","997846",0.0903104821063684,0.0959340200834714
"208","997926",0.163200436784299,0.133962128835897
"209","997931",0.26115160619935,0.2667434998602
"210","998171",0.184525436739421,0.182947930721261
"211","605601",0.026499947000159,0.0392433569889454
"212","614208",0.0132499735000795,0.0327027974907878
"213","615699",0.0440985774028391,0.0217682978223047
"214","632705",0.0432742322407915,0.0640841336112001
"215","632900",0.191583193026391,0.202651824089944
"216","634491",0.0346965751544419,0.0171272051358111
"217","640643",0.0865484644815831,0.1014665448844
"218","649270",0.218862172388609,0.21607304503592
"219","652686",0.184142627392774,0.174803805427969
"220","666508",0.102896680606625,0.0798170920151173
"221","667703",0.0991537224422629,0.125858739908138
"222","670379",0.172249655501033,0.183135665948412
"223","672893",0.110176423529563,0.0939397667084515
"224","673455",0.141648174917518,0.132850892125257
"225","680069",0.141397986600492,0.133250769621729
"226","681534",0.127483357425767,0.125858739908138
"227","683105",0.236203997753687,0.228335664680969
"228","684836",0.367541593957841,0.362857731498784
"229","695534",0,0
"230","696965",0.0424944524752555,0.0279686088684751
