"","id","cos_sim_1yr","cos_sim_2yr"
"389","933095",0.182947930721261,0.296471545226441
"390","933103",0.218380436173046,0.346084362833318
"391","933155",0.177555206057109,0.189564944152806
"392","934458",0.0404888165089458,0.0540343226958299
"393","935085",0.21306624726853,0.308043034248309
"394","935323",0.139699689056778,0.242366963246091
"395","935837",0.146868373861512,0.294004633549538
"396","935846",0.289748679149796,0.312321614646582
"397","936559",0,0.139516021283031
"398","936562",0.165294901226822,0.264713038403343
"399","936566",0.136877182165831,0.205503019774894
"400","937407",0.16004609991612,0.21358941442919
"401","938088",0.239535068790204,0.342505032958157
"402","938348",0.207703246198632,0.346487783471907
"403","938534",0.102657886624373,0.182669350911017
"404","938583",0.130677093372329,0.139516021283031
"405","938611",0.0404888165089458,0.135085806739575
"406","939067",0.316875111148815,0.302061046665089
"407","939069",0.331964402155901,0.382610659109112
"408","939219",0.154418287296437,0.180318968289943
"409","939318",0.165294901226822,0.154415939068617
"410","939319",0.124214018808907,0.16576973481513
"411","939322",0.203705428595667,0.317164098998343
"412","939448",0.102657886624373,0.0685010065916315
"413","939539",0.226339365106296,0.241648837332071
"414","939799",0.293736747723023,0.333205251356143
"415","940048",0.270232002768764,0.309118231354187
"416","941631",0.0404888165089458,0.135085806739575
"417","941651",0.117494699089209,0.176402780129722
"418","941825",0.205315773248746,0.296837695230403
"419","941873",0.146868373861512,0.274404324646235
"420","941981",0.117494699089209,0.215603397936328
"421","942010",0.16004609991612,0.149512590100433
"422","942088",0.109190218086523,0.12750476525438
"423","942654",0.170715839910528,0.256307297315028
"424","942898",0.271607238127556,0.402748062220118
"425","943037",0.0684385910829155,0.0685010065916315
"426","943279",0.102657886624373,0.114168344319386
"427","943281",0.150892910070864,0.241648837332071
"428","943282",0.128036879932896,0.22782870872447
"429","943283",0.193573567398331,0.290625157674282
"430","943284",0.136877182165831,0.0913346754555086
"431","943339",0.266975349969038,0.249404240951579
"432","943401",0.2587274448341,0.394610898933592
"433","943402",0.23141286171755,0.242653618536398
"434","943427",0.145180175548748,0.129166736744125
"435","943566",0.330589802453643,0.37501013773807
"436","943663",0.16004609991612,0.192230472986271
"437","943666",0.229039333725547,0.305664287960348
"438","943724",0.301321176571095,0.385372640271382
"439","943729",0.20088078438073,0.268085314971396
"440","943855",0.0710220824228435,0.118478090095504
"441","943989",0.0483933918495827,0.0322916841860313
"442","943992",0.142044164845687,0.165869326133705
"443","944054",0.135803619063778,0.151030523332544
"444","944073",0.21339479988816,0.284785885905587
"445","944114",0.261354186744658,0.261592539905684
"446","944198",0.241428656113383,0.382610659109112
"447","944203",0.248428037617815,0.227933385370803
"448","944315",0.193573567398331,0.193750105116188
"449","944401",0.182947930721261,0.296471545226441
"450","944412",0.142044164845687,0.213260562171907
"451","944440",0.110883190643186,0.147979087100097
"452","944446",0.0739221270954573,0.197305449466796
"453","944521",0.339760442768056,0.505745577150988
"454","944602",0.256073759865792,0.341743063086704
"455","944653",0.316875111148815,0.332267151331598
"456","944716",0.323110422495326,0.294004633549538
"457","944795",0.320370419962846,0.338477184148572
"458","944855",0.161955266035783,0.189120129435405
"459","944964",0.226339365106296,0.211442732665562
"460","944975",0.177555206057109,0.165869326133705
"461","944984",0.17177950029416,0.210144197972739
"462","945010",0.176242048633814,0.15680247122642
"463","945044",0.261354186744658,0.226713534584926
"464","945047",0.184805317738643,0.221968630650146
"465","945095",0.209083349395727,0.331350550547199
"466","945122",0.161955266035783,0.10806864539166
"467","945135",0.117494699089209,0.137202162323118
"468","945167",0.251100980475913,0.301595979342821
"469","945168",0.241966959247914,0.290625157674282
"470","945395",0,0.0697580106415156
"471","945399",0.339760442768056,0.418548063849094
"472","945572",0.224064539882568,0.192230472986271
"473","945596",0.0330589802453643,0.0441188397338906
"474","945850",0.231627430944655,0.206078820902792
"475","945855",0.142044164845687,0.118478090095504
"476","945861",0.362142984170074,0.362473255998106
"477","945885",0.0684385910829155,0.0913346754555086
"478","945947",0.224064539882568,0.234948355872109
"479","945951",0.184805317738643,0.147979087100097
"480","946123",0.153707006281871,0.175825355404911
"481","946161",0.0710220824228435,0.0473912360382015
"482","946166",0.21339479988816,0.284785885905587
"483","946169",0.0621070094044537,0.0828848674075648
"484","946172",0.171096477707289,0.251170357502649
"485","946368",0.128036879932896,0.0854357657716761
"486","946371",0.286299167156934,0.267456251965305
"487","946372",0.256073759865792,0.21358941442919
"488","946406",0,0
"489","946415",0.187009832884874,0.280770576785249
"490","946469",0.128036879932896,0.113914354362235
"491","946499",0.374019665769748,0.436754230554831
"492","946570",0,0.0604122093330177
"493","946578",0.241966959247914,0.226041789302219
"494","946847",0.308836574592873,0.309118231354187
"495","947081",0.175770686333139,0.284840647157109
"496","949392",0.217770263323122,0.290625157674282
"497","949926",0.295688508381829,0.246631811833495
"498","950179",0.2587274448341,0.271294993016845
"499","950572",0.163785327129784,0.182149664649115
"500","950574",0.21125007409921,0.221511434221065
"501","950900",0.135803619063778,0.120824418666035
"502","950901",0.209083349395727,0.31391104788682
"503","950903",0.202444082544729,0.16210296808749
"504","950904",0.31362502409359,0.383669058528336
"505","950924",0.104541674697863,0.0697580106415156
"506","950925",0.198353881472186,0.264713038403343
"507","950926",0.261354186744658,0.261592539905684
"508","950927",0.0818926635648921,0.182149664649115
"509","950953",0.186882744978327,0.285033418230376
"510","951184",0.0621070094044537,0.0414424337037824
"511","951591",0.0710220824228435,0.165869326133705
"512","951686",0.171096477707289,0.15983568204714
"513","951884",0.192055319899344,0.234948355872109
"514","952156",0.0710220824228435,0.118478090095504
"515","952259",0.128036879932896,0.153784378389017
"516","952380",0.166162596958906,0.304909249455278
"517","952524",0.0739221270954573,0.098652724733398
"518","952602",0.145180175548748,0.096875052558094
"519","952846",0.193022859120546,0.206078820902792
"520","953371",0.366743432329037,0.37351786288631
"521","953669",0.209083349395727,0.174395026603789
"522","954021",0.0355110412114217,0.118478090095504
"523","954090",0.186321028213361,0.145048517963238
"524","954406",0.102429503946317,0.0854357657716761
"525","954408",0.170715839910528,0.142392942952794
"526","954469",0.271607238127556,0.332267151331597
"527","954979",0.102657886624373,0.15983568204714
"528","928377",0.275166941833746,0.336853994292206
"529","929267",0.1606438657805,0.208413755391273
"530","930281",0.216787137438648,0.334617859608707
"531","932146",0.155542754209564,0.215248801000253
"532","933025",0.202055964780122,0.21747941810042
"533","935990",0.135382590268471,0.168615030264293
"534","936120",0.168005376258062,0.232495277487639
"535","938147",0.0783861801669621,0.108475199514571
"536","939187",0.203653269990639,0.246598480958036
"537","939613",0.148166814833556,0.19039573590429
"538","940049",0,0.0166068055348313
"539","942166",0.239583763027968,0.286338178693984
"540","942778",0.112350882940971,0.129564552670522
"541","942780",0.280877207352427,0.2979984711422
"542","942810",0.198786641986473,0.275092122162151
"543","942901",0.140563382557937,0.180625254672437
"544","942963",0.0653410262803548,0.105493013203047
"545","943440",0.103695169473043,0.125561800583481
"546","943712",0.169711058325533,0.234855696150511
"547","943783",0.189535626375859,0.262290047077789
"548","944011",0.246957290286816,0.29515063885057
"549","944032",0.202055964780122,0.23301366225045
"550","944155",0.0846667513334603,0.146458258387916
"551","944719",0.169333502666921,0.161104084226707
"552","944785",0.267827834114857,0.356380002180362
"553","944938",0.0635000635000953,0.131812432549124
"554","945019",0.183308893776692,0.202938515772737
"555","945104",0.0270765180536941,0.0562050100880977
"556","945131",0.152462394654161,0.210986026406094
"557","945214",0.11973686801785,0.12427395320024
"558","945617",0.164817128686066,0.156807200959359
"559","945933",0.103695169473043,0.125561800583481
"560","946343",0.123208220726739,0.202471667867122
"561","946757",0.211666878333651,0.248979039259457
"562","946769",0.243688662483247,0.24355504371509
"563","947068",0.0449013255066937,0.0932054649001801
"564","947967",0.297841698590635,0.24355504371509
"565","948811",0.183308893776692,0.228305830244329
"566","949624",0.0412042821715165,0.114041600697716
"567","950928",0.193729237260995,0.194977019199797
"568","951188",0.148166814833556,0.205041561743082
"569","951327",0.103695169473043,0.16143660075019
"570","951328",0.185495558304067,0.160436983703963
"571","951551",0.0695608343640252,0.144393285333567
"572","951943",0.312379008835886,0.314390996756744
"573","952482",0.227691277769594,0.231067452658054
"574","952592",0.157154639273428,0.23301366225045
"575","952638",0.251447422837485,0.347967068960672
"576","953206",0.222250222250333,0.351499820130998
"577","953911",0.144004608221196,0.116247638743819
"578","953918",0.0898026510133875,0.12427395320024
"579","954118",0.296333629667111,0.336853994292206
"580","954261",0.203653269990639,0.234855696150511
"581","954341",0.108306072214776,0.149880026901594
"582","954379",0.123612846514549,0.156807200959359
"583","954400",0.266814938386028,0.311540765842589
"584","954474",0.144004608221196,0.199281666417976
"585","954477",0.227184733698826,0.275092122162151
"586","954492",0.207390338946085,0.251123601166961
"587","954725",0.179605302026775,0.165698604266987
"588","954756",0.146647115021353,0.177571201301144
"589","954758",0.174242736747613,0.195915595948515
"590","954810",0.168005376258062,0.215888471952807
"591","954828",0.0449013255066937,0.0932054649001801
"592","954875",0.129618961841303,0.197311400916898
"593","955032",0.0678844233302131,0.0704567088451532
"594","955081",0.0449013255066937,0.12427395320024
"595","955082",0.153167916213497,0.158971775079809
"596","955160",0.224506627533469,0.23301366225045
"597","955430",0.162308613516059,0.224611777185549
"598","955442",0.206021410857582,0.213828001308217
"599","955497",0.268043853373619,0.264952958466348
"600","955507",0.155542754209564,0.215248801000253
"601","955525",0.206021410857582,0.228083201395431
"602","955675",0.228952734944813,0.280279465099708
"603","955867",0.241383779555003,0.255442684864854
"604","956855",0.168005376258062,0.215888471952807
"605","956905",0.278243337456101,0.336917665778323
"606","957018",0.299342170044625,0.331397208533974
"607","957933",0.07184212081071,0.12427395320024
"608","957941",0.216006912331794,0.24910208302247
"609","957943",0.247225693029099,0.270848801657075
"610","957954",0.0952500952501429,0.0878749550327494
"611","957955",0.256632451287368,0.304407773659105
"612","957980",0.269407953040162,0.331397208533974
"613","957987",0.0678844233302131,0.0704567088451532
"614","957996",0.205976618725113,0.259129105341044
"615","958021",0.185495558304067,0.224611777185549
"616","958042",0.11973686801785,0.165698604266987
"617","958051",0.140893990735269,0.146232764399848
"618","958078",0.269407953040162,0.3106848830006
"619","958286",0.229751874320245,0.344438846006252
"620","958341",0,0.0129564552670522
"621","958356",0.179605302026775,0.227835580867107
"622","958780",0.278243337456101,0.369005062519115
"623","958904",0.0653410262803548,0.135633874118203
"624","958971",0.278243337456101,0.272742872296737
"625","958997",0.261364105121419,0.226056456863672
"626","959038",0.233314131314346,0.251123601166961
"627","959073",0.152739952492979,0.176141772112883
"628","959191",0.297841698590635,0.262290047077789
"629","959210",0.203653269990639,0.164398987305357
"630","959224",0.141990458561766,0.176844935675668
"631","959285",0.298881288832031,0.275739144903432
"632","959302",0.0960030721474639,0.166068055348313
"633","959313",0.317500317500476,0.32953108137281
"634","959342",0.21552636243213,0.198838325120384
"635","959417",0.298881288832031,0.327440234572826
"636","959425",0.10182663499532,0.0939422784602042
"637","959646",0.0339422116651065,0.0704567088451532
"638","959650",0.1606438657805,0.194519505031855
"639","959713",0.216612144429553,0.262290047077789
"640","959814",0.180724349003062,0.208413755391273
"641","959864",0.169711058325533,0.234855696150511
"642","959884",0.344627811480368,0.35768649392957
"643","959887",0.185495558304067,0.240655475555945
"644","959894",0.149671085022312,0.227835580867107
"645","959918",0.2394737360357,0.289972557467227
"646","960081",0.203653269990639,0.211370126535459
"647","960087",0.129618961841303,0.215248801000253
"648","960094",0.144004608221196,0.215888471952807
"649","960095",0.185495558304067,0.224611777185549
"650","960137",0.251447422837485,0.347967068960672
"651","960162",0.211340986102904,0.231535210299759
"652","960205",0.113592366849413,0.157195498378372
"653","960276",0.297841698590635,0.412170073979383
"654","960318",0.127000127000191,0.175749910065499
"655","960321",0.21997067253203,0.228305830244329
"656","960375",0.11973686801785,0.165698604266987
"657","960410",0.181466546577824,0.197311400916898
"658","960483",0.251447422837485,0.335539673640648
"659","960486",0.103695169473043,0.179374000833544
"660","960506",0.185419269771824,0.270848801657075
"661","960508",0.169711058325533,0.164398987305357
"662","960511",0.187251471568285,0.207303284272835
"663","960528",0.1606438657805,0.194519505031855
"664","960544",0.441248751646385,0.399254683455868
"665","960626",0.135768846660426,0.117427848075255
"666","960627",0.112350882940971,0.168433918471679
"667","960687",0.117579270250443,0.176272199211178
"668","960787",0.174242736747613,0.210986026406094
"669","960797",0.185495558304067,0.208568078815152
"670","960798",0.169333502666921,0.234333213420665
"671","960849",0.309032116286373,0.38489040235479
"672","960919",0.134703976520081,0.1553424415003
"673","961060",0.174347418485351,0.275739144903432
"674","961241",0.268043853373619,0.278200606389665
"675","961246",0.191459895266871,0.198714718849761
"676","961270",0.359833693167206,0.351499820130998
"677","961302",0.206021410857582,0.270848801657075
"678","961398",0.120482899335375,0.1528367539536
"679","961767",0.156772360333924,0.1898315991505
"680","971073",0,0.0358748001667088
"681","971367",0.329276387049087,0.331397208533974
"682","971423",0.146647115021353,0.177571201301144
"683","971809",0.162459108322165,0.24355504371509
"684","971949",0.131076030097799,0.220259739539887
"685","972004",0.207390338946085,0.269061001250316
"686","972039",0.200804832225625,0.291779257547783
"687","973001",0.255056392668093,0.256699173926341
"688","973241",0.127000127000191,0.197718648823686
"689","973311",0.176368905375665,0.216950399029143
"690","974784",0.0678844233302131,0.0939422784602042
"691","974847",0.224701765881941,0.233216194806939
"692","976128",0.261046281893312,0.319567758266619
"693","978134",0.174347418485351,0.206804358677574
"694","978335",0.135382590268471,0.187350033626992
"695","978337",0.0720023041105979,0.099640833208988
"696","978836",0.135382590268471,0.168615030264293
"697","978900",0.176368905375665,0.230509798968464
"698","980239",0.224701765881941,0.297998471142201
"699","980381",0.0541530361073882,0.0936750168134961
"700","980486",0.129618961841303,0.179374000833544
"701","603731",0.153896752812773,0.234520787991172
"702","605150",0.0489115988044518,0.182951016340892
"703","605238",0.0725476250110012,0.120604537831106
"704","605243",0.374634324632678,0.350324524872686
"705","605257",0.0512989176042577,0.149240501448927
"706","605266",0.283887486978834,0.235969951862135
"707","605345",0.152943822580374,0.143019388386839
"708","605501",0.0811107105653813,0.168549965615811
"709","605598",0.134976381199754,0.168290458201522
"710","605791",0.153896752812773,0.170560573084488
"711","609164",0.260132990857236,0.198206241793023
"712","610420",0.267651689515655,0.301929819927771
"713","610675",0.156097635263616,0.220574700845765
"714","610767",0.138342892773215,0.129365904279616
"715","611715",0.21677749238103,0.216224991046934
"716","611875",0.124878108210893,0.220574700845765
"717","612079",0,0.0238365647311398
"718","612198",0.0418853908291695,0.156669890360128
"719","612410",0.187317162316339,0.246524665651149
"720","614524",0.253916687538504,0.256284642891099
"721","615370",0.0468292905790847,0.136237315228267
"722","615371",0.0573539334676404,0.0476731294622796
"723","930010",0.324442842261525,0.269679944985297
"724","935091",0.16556654463313,0.151382517704875
"725","942659",0.293197735804187,0.348155311911396
"726","943726",0.329045098264249,0.262109325857167
"727","945064",0.122627867896993,0.127411797859406
"728","945065",0.114707866935281,0.119182823655699
"729","945380",0.202776776413453,0.286534941546878
"730","946604",0.122627867896993,0.0509647191437626
"731","950933",0.256494588021288,0.191880644720049
"732","952641",0.264906471413009,0.27524094128159
"733","953921",0.314944889466093,0.243086217402199
"734","954365",0.326464312549505,0.346738046264428
"735","954366",0.280975743474508,0.350324524872685
"736","954374",0.157377895072927,0.130813988033546
"737","954432",0.0405553552826906,0.101129979369486
"738","954470",0.103757169579911,0.201235851101624
"739","954476",0.311271508739734,0.273105797923633
"740","954479",0.157377895072927,0.130813988033546
"741","954487",0.0613139339484966,0.242082415932872
"742","955367",0.0899842541331695,0.0747957592006766
"743","956437",0.156097635263616,0.207599718443073
"744","957906",0.114707866935281,0.119182823655699
"745","957916",0.364998197544216,0.303389938108459
"746","958076",0.21677749238103,0.252262489554757
"747","958249",0.102597835208515,0.106600358177805
"748","958257",0.372161463782393,0.355745729311604
"749","958322",0.306569669742483,0.356753034006338
"750","958804",0.307793505625546,0.298481002897855
"751","958899",0.140487871737254,0.155699788832305
"752","959883",0.374634324632678,0.311399577664609
"753","959895",0.162221421130763,0.157313301241423
"754","960210",0.172928615966519,0.158113883008419
